facenet_dist,vgg_dist,facenet_time,vgg_time,match
24.50804,0.5209045,0.24057459831237793,0.038347721099853516,True
28.04061,0.6002079,0.2292470932006836,0.03994011878967285,False
23.55857,0.508896,0.21944403648376465,0.038527727127075195,True
29.532011,0.7174499,0.2256162166595459,0.038903236389160156,False
21.581303,0.48185197,0.22561311721801758,0.03799605369567871,True
30.450665,0.7207787,0.22275900840759277,0.04001617431640625,False
18.633,0.45660305,0.22263312339782715,0.038486480712890625,True
27.749659,0.60727674,0.22306323051452637,0.0378727912902832,False
19.66847,0.47986975,0.22269988059997559,0.03921079635620117,True
26.808117,0.59151965,0.22551822662353516,0.04087352752685547,False
24.755018,0.49736023,0.23348426818847656,0.03957509994506836,True
31.624826,0.73334163,0.22620368003845215,0.0381617546081543,False
20.889227,0.47595352,0.22274112701416016,0.0407259464263916,True
30.051968,0.55465466,0.22245335578918457,0.039067983627319336,False
23.885452,0.45562792,0.22405385971069336,0.03868603706359863,True
28.976448,0.6295851,0.22870755195617676,0.03849983215332031,False
21.062822,0.46277013,0.22821474075317383,0.04466128349304199,True
26.16635,0.5697822,0.22541236877441406,0.03875899314880371,False
20.681576,0.485071,0.22644281387329102,0.03988814353942871,True
31.224075,0.745891,0.22864842414855957,0.038938283920288086,False
25.601902,0.5159831,0.22819781303405762,0.03806638717651367,True
26.151527,0.7633866,0.22311925888061523,0.038687944412231445,False
20.874212,0.45472923,0.22367525100708008,0.03838086128234863,True
30.336401,0.65526146,0.22351384162902832,0.038358449935913086,False
19.95014,0.4183184,0.22118449211120605,0.039049625396728516,True
28.883278,0.55802315,0.2233283519744873,0.03936576843261719,False
20.57087,0.48510063,0.2462751865386963,0.06825065612792969,True
27.360334,0.5078714,0.3437068462371826,0.06539201736450195,False
22.500458,0.5215179,0.5653197765350342,0.10318613052368164,True
26.151363,0.58458626,0.3360753059387207,0.0407564640045166,False
22.477116,0.4786323,0.22671842575073242,0.038802146911621094,True
31.49931,0.67736554,0.2318248748779297,0.03808164596557617,False
25.357422,0.5055284,0.22452592849731445,0.0381317138671875,True
24.30316,0.5675284,0.2247302532196045,0.03766751289367676,False
23.656279,0.49242845,0.2268662452697754,0.0385432243347168,True
27.281101,0.602928,0.22518658638000488,0.038019418716430664,False
23.120502,0.4952563,0.22185850143432617,0.0379183292388916,True
24.703505,0.5725497,0.22480511665344238,0.03869915008544922,False
20.74144,0.4606815,0.2230234146118164,0.0375058650970459,True
29.269995,0.5927829,0.22763752937316895,0.04339337348937988,False
21.373734,0.57890344,0.22659826278686523,0.029856204986572266,True
27.632727,0.6968577,0.21462273597717285,0.0315093994140625,False
20.195505,0.5605503,0.215468168258667,0.03265810012817383,True
29.338808,0.63476795,0.21737170219421387,0.03197169303894043,False
19.472982,0.5488632,0.21397900581359863,0.029387235641479492,True
24.899714,0.6467935,0.21674227714538574,0.029870271682739258,False
16.905905,0.5191239,0.21642446517944336,0.029048919677734375,True
27.806366,0.784967,0.21885132789611816,0.03046441078186035,False
20.529016,0.577434,0.21676325798034668,0.030072927474975586,True
27.090103,0.71479684,0.21486639976501465,0.029469013214111328,False
23.854181,0.6362113,0.21977877616882324,0.030923843383789062,True
34.000546,0.94850224,0.21775436401367188,0.029116392135620117,False
20.051428,0.5641961,0.21466875076293945,0.0381932258605957,True
24.992252,0.62298685,0.21532988548278809,0.030332326889038086,False
19.65765,0.5778735,0.2140953540802002,0.029895305633544922,True
31.87802,0.7857772,0.22026634216308594,0.029649734497070312,False
19.80003,0.5313953,0.2516322135925293,0.02985978126525879,True
27.346542,0.6762436,0.21355652809143066,0.030762910842895508,False
21.851002,0.58698547,0.2118537425994873,0.029875993728637695,True
35.481384,0.7709515,0.21504783630371094,0.030020952224731445,False
20.507235,0.5582091,0.21628189086914062,0.029937267303466797,True
24.990896,0.6587794,0.21554803848266602,0.02989482879638672,False
23.160204,0.62796,0.224168062210083,0.02969074249267578,True
27.470102,0.7551907,0.22232556343078613,0.030556917190551758,False
20.084782,0.5214409,0.22018718719482422,0.0294950008392334,True
24.40575,0.63256705,0.21542787551879883,0.029698610305786133,False
20.798338,0.5829531,0.22113680839538574,0.03056812286376953,True
31.706835,0.7901766,0.2179880142211914,0.03002142906188965,False
24.632153,0.61860573,0.23596620559692383,0.05089759826660156,True
28.315216,0.670653,0.3392519950866699,0.04275345802307129,False
25.745176,0.5835696,0.2473433017730713,0.032260894775390625,True
31.674776,0.74797434,0.21340632438659668,0.03048110008239746,False
25.526861,0.5919941,0.21886706352233887,0.02947092056274414,True
24.712528,0.6236115,0.2166280746459961,0.030451536178588867,False
23.456059,0.5681908,0.21730399131774902,0.03152060508728027,True
28.116348,0.70679575,0.216782808303833,0.03058004379272461,False
20.744253,0.5178683,0.2189350128173828,0.031004905700683594,True
28.86214,0.66828173,0.21556687355041504,0.030970335006713867,False
23.47612,0.553258,0.21698331832885742,0.030213117599487305,True
34.17688,0.79637086,0.2186431884765625,0.02995777130126953,False
25.224014,0.5093608,0.22498154640197754,0.030403614044189453,True
26.770248,0.6144714,0.2152407169342041,0.029987573623657227,False
20.676975,0.48424765,0.21883082389831543,0.030943870544433594,True
29.474247,0.8111369,0.2200028896331787,0.03194832801818848,False
22.967232,0.5045309,0.21914196014404297,0.030080318450927734,True
26.473415,0.5896445,0.21645593643188477,0.030660152435302734,False
23.812874,0.54486334,0.2206287384033203,0.030333518981933594,True
31.525469,0.73626775,0.22054505348205566,0.03074359893798828,False
21.352818,0.5172345,0.22242069244384766,0.03143048286437988,True
27.540703,0.61484563,0.22637701034545898,0.03297686576843262,False
20.183752,0.5181684,0.2192988395690918,0.030656099319458008,True
24.44875,0.6642688,0.22366976737976074,0.037247419357299805,False
22.439964,0.54755646,0.22649073600769043,0.03302764892578125,True
27.151596,0.5520931,0.22243881225585938,0.030652523040771484,False
23.156971,0.5308708,0.21825504302978516,0.03172755241394043,True
30.978558,0.7152581,0.21848821640014648,0.0317997932434082,False
22.513323,0.55636626,0.2176501750946045,0.03173112869262695,True
25.851551,0.6504836,0.22049927711486816,0.033431053161621094,False
22.252419,0.5452496,0.2124006748199463,0.030562639236450195,True
27.849144,0.6243907,0.2181391716003418,0.032651424407958984,False
22.703796,0.57586247,0.2144911289215088,0.03120279312133789,True
27.745098,0.586327,0.21336913108825684,0.029628276824951172,False
19.521568,0.45552298,0.22439098358154297,0.031162023544311523,True
28.520584,0.7873234,0.21938586235046387,0.0309445858001709,False
18.772408,0.56093836,0.21326160430908203,0.03077840805053711,True
29.79516,0.64578867,0.21106266975402832,0.030983924865722656,False
15.326902,0.4321291,0.21428179740905762,0.029879331588745117,True
29.692024,0.69149524,0.21471238136291504,0.03235006332397461,False
20.69039,0.46259528,0.21788477897644043,0.030494213104248047,True
28.447105,0.6311429,0.2223660945892334,0.03024578094482422,False
23.786089,0.5647229,0.21799302101135254,0.03099799156188965,True
31.308727,0.75486064,0.2185375690460205,0.03326153755187988,False
22.585068,0.5337367,0.3559887409210205,0.04190802574157715,True
29.997349,0.65038896,0.262559175491333,0.029972314834594727,False
23.698053,0.5525535,0.21451401710510254,0.03058147430419922,True
30.701239,0.6915192,0.213853120803833,0.03204154968261719,False
17.64025,0.4601483,0.2175886631011963,0.030063390731811523,True
27.783627,0.6574465,0.2174544334411621,0.030033349990844727,False
21.91675,0.56616235,0.21914124488830566,0.030753612518310547,True
28.74903,0.73276204,0.2189030647277832,0.030839204788208008,False
21.97373,0.5623898,0.22718429565429688,0.031717777252197266,True
27.838346,0.693526,0.21947002410888672,0.03134870529174805,False
23.68527,0.5959181,0.21479153633117676,0.03430533409118652,True
28.96336,0.74506265,0.22022676467895508,0.031876325607299805,False
18.519934,0.56298643,0.21797633171081543,0.0318140983581543,True
