dist,match
18.02527618408203,True
1.6000019968487322e-05,False
18.02527618408203,False
16.114797592163086,True
14.629185676574707,True
15.254157066345215,True
18.6840763092041,True
15.319263458251953,True
14.511009216308594,True
21.753271102905273,False
20.8007755279541,False
22.146926879882812,False
18.087173461914062,False
12.340493202209473,False
14.535137176513672,False
13.751236915588379,False
19.015073776245117,False
19.237577438354492,False
22.632770538330078,False
21.92530059814453,False
28.265522003173828,False
24.977081298828125,False
19.864910125732422,False
1.6000019968487322e-05,False
16.114797592163086,False
14.629185676574707,False
15.254157066345215,False
18.6840763092041,False
15.319263458251953,False
14.511009216308594,False
1.7538164854049683,True
29.146299362182617,False
18.174009323120117,False
19.756668090820312,False
18.3757266998291,False
21.14874267578125,False
1.6000019968487322e-05,False
1.7538164854049683,False
23.18726348876953,True
21.43415069580078,True
22.43572425842285,True
23.516345977783203,True
22.721784591674805,True
24.86675262451172,False
18.712560653686523,False
14.588775634765625,False
23.99202537536621,False
19.634923934936523,False
25.812955856323242,False
21.231769561767578,False
21.471527099609375,False
26.96820640563965,False
21.663434982299805,False
19.989980697631836,False
1.6000019968487322e-05,False
23.18726348876953,False
21.43415069580078,False
22.43572425842285,False
23.516345977783203,False
22.721784591674805,False
13.247496604919434,True
13.545737266540527,True
13.073986053466797,True
16.22252082824707,True
11.175679206848145,True
31.009767532348633,False
29.243364334106445,False
36.60781478881836,False
32.18389892578125,False
28.50971221923828,False
24.809480667114258,False
36.20392608642578,False
33.901371002197266,False
23.326711654663086,False
24.379009246826172,False
30.222681045532227,False
29.901857376098633,False
28.03077507019043,False
21.936397552490234,False
1.6000019968487322e-05,False
13.247496604919434,False
13.545737266540527,False
13.073986053466797,False
16.22252082824707,False
11.175679206848145,False
1.6000019968487322e-05,False
26.631114959716797,False
27.079639434814453,False
26.377155303955078,False
25.514108657836914,False
15.145919799804688,False
23.28177261352539,False
25.4068546295166,False
12.131401062011719,False
10.940312385559082,False
23.690303802490234,False
1.6000019968487322e-05,False
11.195208549499512,True
1.6000019968487322e-05,False
11.195208549499512,False
12.167391777038574,True
12.841634750366211,True
21.175018310546875,True
17.857194900512695,True
25.38639259338379,True
26.401578903198242,True
27.943012237548828,True
27.90288543701172,False
30.553646087646484,False
29.48497200012207,False
27.465909957885742,False
28.524463653564453,False
16.736827850341797,False
23.944705963134766,False
26.073720932006836,False
29.81827163696289,False
27.638593673706055,False
22.79930305480957,False
18.81014633178711,False
27.413297653198242,False
1.6000019968487322e-05,False
12.167391777038574,False
12.841634750366211,False
21.175018310546875,False
17.857194900512695,False
25.38639259338379,False
26.401578903198242,False
27.943012237548828,False
