dist,match
13.24513053894043,True
27.40443229675293,False
29.820846557617188,False
31.604755401611328,False
1.6000019968487322e-05,False
13.24513053894043,False
30.617280960083008,True
31.862791061401367,True
26.866865158081055,True
16.999298095703125,True
17.89967155456543,True
18.199480056762695,True
21.753267288208008,False
29.154773712158203,False
25.52374267578125,False
28.918384552001953,False
30.43372344970703,False
30.392038345336914,False
27.085018157958984,False
27.816701889038086,False
29.328506469726562,False
29.170303344726562,False
27.19736671447754,False
36.20172882080078,False
33.63566589355469,False
29.62054443359375,False
1.6000019968487322e-05,False
30.617280960083008,False
31.862791061401367,False
26.866865158081055,False
16.999298095703125,False
17.89967155456543,False
18.199480056762695,False
27.860811233520508,True
29.14630126953125,False
29.668441772460938,False
18.990650177001953,False
22.04642677307129,False
35.56661605834961,False
1.6000019968487322e-05,False
27.860811233520508,False
10.596820831298828,True
24.86675453186035,False
41.00016784667969,False
23.75100326538086,False
31.29324722290039,False
27.391963958740234,False
29.21525764465332,False
25.890039443969727,False
24.025598526000977,False
20.374713897705078,False
26.042587280273438,False
21.526657104492188,False
22.476911544799805,False
26.691425323486328,False
28.084856033325195,False
25.531099319458008,False
1.6000019968487322e-05,False
10.596820831298828,False
11.141581535339355,True
14.596296310424805,True
26.00364112854004,True
24.434539794921875,True
19.795284271240234,True
12.420980453491211,True
9.323301315307617,True
31.009767532348633,False
32.99503707885742,False
27.3760986328125,False
27.398202896118164,False
29.30860710144043,False
28.722883224487305,False
27.941669464111328,False
20.899349212646484,False
19.84463882446289,False
28.194995880126953,False
24.642921447753906,False
25.65192985534668,False
1.6000019968487322e-05,False
11.141581535339355,False
14.596296310424805,False
26.00364112854004,False
24.434539794921875,False
19.795284271240234,False
12.420980453491211,False
9.323301315307617,False
26.631114959716797,True
1.6000019968487322e-05,False
27.079639434814453,False
26.377155303955078,False
25.514108657836914,False
15.145919799804688,False
23.28177261352539,False
25.4068546295166,False
12.131401062011719,False
10.940312385559082,False
23.690303802490234,False
1.6000019968487322e-05,False
26.631114959716797,False
4.85148286819458,True
20.623138427734375,True
25.089506149291992,True
14.505806922912598,True
12.144888877868652,True
36.01194381713867,False
33.098567962646484,False
15.708402633666992,False
14.201153755187988,False
18.10567283630371,False
12.778229713439941,False
26.556961059570312,False
25.360044479370117,False
25.20762825012207,False
1.6000019968487322e-05,False
4.85148286819458,False
20.623138427734375,False
25.089506149291992,False
14.505806922912598,False
12.144888877868652,False
25.750244140625,True
25.505674362182617,True
23.378250122070312,True
26.29003143310547,True
27.902877807617188,False
29.15403175354004,False
31.28831672668457,False
26.630695343017578,False
24.210763931274414,False
33.78310012817383,False
34.26543426513672,False
34.7544059753418,False
26.263578414916992,False
22.69486427307129,False
25.724151611328125,False
27.484407424926758,False
26.998939514160156,False
14.19157886505127,False
18.31382179260254,False
25.461706161499023,False
1.6000019968487322e-05,False
25.750244140625,False
25.505674362182617,False
23.378250122070312,False
26.29003143310547,False
