dist,match
7.115205764770508,True
26.980180740356445,True
27.404436111450195,False
22.193275451660156,False
1.6000019968487322e-05,False
7.115205764770508,False
26.980180740356445,False
19.140132904052734,True
5.929637432098389,True
5.9569478034973145,True
12.615540504455566,True
17.316003799438477,True
18.465801239013672,True
27.816707611083984,False
24.634206771850586,False
25.24122428894043,False
23.190038681030273,False
22.41188621520996,False
23.264738082885742,False
25.78102684020996,False
19.015077590942383,False
17.910682678222656,False
16.15643310546875,False
17.94645881652832,False
25.020030975341797,False
22.841394424438477,False
16.924768447875977,False
1.6000019968487322e-05,False
19.140132904052734,False
5.929637432098389,False
5.9569478034973145,False
12.615540504455566,False
17.316003799438477,False
18.465801239013672,False
4.9964728355407715,True
25.340469360351562,True
18.990657806396484,False
22.728675842285156,False
19.756669998168945,False
19.809829711914062,False
1.6000019968487322e-05,False
4.9964728355407715,False
25.340469360351562,False
25.764198303222656,True
12.838360786437988,True
18.15458106994629,True
14.391672134399414,True
13.695036888122559,True
28.443157196044922,True
26.536529541015625,True
21.24860191345215,True
25.89004135131836,False
22.24295425415039,False
14.588773727416992,False
26.64099884033203,False
27.358060836791992,False
29.284711837768555,False
25.109760284423828,False
25.795509338378906,False
1.6000019968487322e-05,False
25.764198303222656,False
12.838360786437988,False
18.15458106994629,False
14.391672134399414,False
13.695036888122559,False
28.443157196044922,False
26.536529541015625,False
21.24860191345215,False
9.251434326171875,True
19.410343170166016,True
18.25867462158203,True
14.197102546691895,True
18.22068977355957,True
27.941661834716797,False
23.427001953125,False
33.15079116821289,False
25.311248779296875,False
25.568567276000977,False
26.155616760253906,False
31.996362686157227,False
27.207622528076172,False
23.32671356201172,False
23.697490692138672,False
21.242063522338867,False
21.89145278930664,False
22.6865177154541,False
16.652626037597656,False
1.6000019968487322e-05,False
9.251434326171875,False
19.410343170166016,False
18.25867462158203,False
14.197102546691895,False
18.22068977355957,False
23.077943801879883,True
24.156240463256836,True
18.00884437561035,True
15.963089942932129,True
18.37238121032715,True
19.420848846435547,True
24.728670120239258,True
26.263580322265625,False
32.347389221191406,False
31.027999877929688,False
24.938156127929688,False
26.8573055267334,False
16.73682403564453,False
16.559051513671875,False
16.65605926513672,False
19.523000717163086,False
20.08256721496582,False
22.528669357299805,False
24.466413497924805,False
27.46996307373047,False
1.6000019968487322e-05,False
23.077943801879883,False
24.156240463256836,False
18.00884437561035,False
15.963089942932129,False
18.37238121032715,False
19.420848846435547,False
24.728670120239258,False
